CLIENT_ID,AGE,INCOME,REGION,PRODUCT_TYPE,CREDIT_SCORE,PREDICTED_REVENUE,RISK_CATEGORY,SCENARIO_FACTOR,NOTE
C1317,67,85358,Brno,Mortgage,752,6919,Low Risk,1,
C1318,30,83831,Ostrava,Personal Loan,698,8935,Medium Risk,1.1,
C1319,32,58601,Pilsen,Credit Card,600,1379,Medium Risk,0.9,
C1320,65,79431,Prague,Mortgage,779,4392,Low Risk,0.9,
C1321,23,41800,Brno,Personal Loan,572,4331,High Risk,1,
C1322,30,72977,Ostrava,Credit Card,641,3152,Medium Risk,0.9,
C1323,30,62079,Pilsen,Mortgage,602,2785,Medium Risk,0.9,
C1324,43,84935,Prague,Personal Loan,742,4996,Medium Risk,1.1,
C1325,26,37569,Brno,Credit Card,583,2925,High Risk,1.1,
C1326,67,108074,Ostrava,Mortgage,690,9683,Medium Risk,1.1,
C1327,42,54334,Pilsen,Personal Loan,595,1323,High Risk,1,
C1328,64,95155,Prague,Credit Card,635,6790,Medium Risk,1,
C1329,27,45358,Brno,Mortgage,651,6293,Medium Risk,0.9,
C1330,40,77299,Ostrava,Personal Loan,826,3787,Low Risk,1.1,
C1331,25,42890,Pilsen,Credit Card,657,4843,Medium Risk,1,
C1332,27,32970,Prague,Mortgage,850,6536,Low Risk,1,
C1333,53,100104,Brno,Personal Loan,850,8222,Low Risk,1,
C1334,32,65743,Ostrava,Credit Card,571,4099,High Risk,1,
C1335,47,62431,Pilsen,Mortgage,541,5999,High Risk,1,
C1336,39,62885,Prague,Personal Loan,816,3082,Low Risk,1,
C1337,32,67829,Brno,Credit Card,747,5871,Medium Risk,0.9,
C1338,29,40877,Ostrava,Mortgage,672,8033,Medium Risk,1.1,
C1339,27,46022,Pilsen,Personal Loan,764,6212,Low Risk,0.9,
C1340,38,52681,Prague,Credit Card,752,5446,Low Risk,0.9,
C1341,24,36147,Brno,Mortgage,844,4427,Low Risk,1.1,
C1342,51,82675,Ostrava,Personal Loan,807,3872,Low Risk,1,
C1343,63,103742,Pilsen,Credit Card,732,9973,Medium Risk,1.1,
C1344,55,98794,Prague,Mortgage,625,8667,Medium Risk,1,
C1345,36,70506,Brno,Personal Loan,512,4614,High Risk,1,
C1346,67,84245,Ostrava,Credit Card,641,7121,Medium Risk,0.9,
C1347,36,78993,Pilsen,Mortgage,801,1041,Low Risk,1.1,
C1348,49,85520,Prague,Personal Loan,573,2327,High Risk,0.9,
C1349,68,77916,Brno,Credit Card,791,1445,Low Risk,0.9,
C1350,64,117225,Ostrava,Mortgage,791,5724,Low Risk,0.9,
C1351,41,70297,Pilsen,Personal Loan,806,1297,Low Risk,1,
C1352,64,108280,Prague,Credit Card,680,5977,Medium Risk,1,
C1353,59,113366,Brno,Mortgage,850,4943,Low Risk,1,
C1354,28,44036,Ostrava,Personal Loan,549,2475,High Risk,1.1,
C1355,54,88558,Pilsen,Credit Card,827,6641,Low Risk,0.9,
C1356,69,109178,Prague,Mortgage,608,7840,Medium Risk,0.9,
C1357,29,30952,Brno,Personal Loan,626,6650,Medium Risk,0.9,
C1358,44,79059,Ostrava,Credit Card,551,4937,High Risk,1.1,
C1359,48,59403,Pilsen,Mortgage,503,4856,High Risk,0.9,
C1360,34,78430,Prague,Personal Loan,619,9959,Medium Risk,1.1,
C1361,67,84810,Brno,Credit Card,505,1293,High Risk,0.9,
C1362,34,77646,Ostrava,Mortgage,688,3702,Medium Risk,1.1,
C1363,28,44366,Pilsen,Personal Loan,621,7659,Medium Risk,1,
C1364,55,82347,Prague,Credit Card,668,1676,Medium Risk,0.9,
C1365,48,84376,Brno,Mortgage,808,1358,Low Risk,1.1,
C1366,30,56340,Ostrava,Personal Loan,534,8588,High Risk,1.1,
C1367,26,42173,Pilsen,Credit Card,685,9881,Medium Risk,0.9,
C1368,33,73875,Prague,Mortgage,690,9406,Medium Risk,1.1,
C1369,70,97139,Brno,Personal Loan,525,2657,High Risk,1.1,
C1370,55,117571,Ostrava,Credit Card,703,5942,Medium Risk,1,
C1371,55,82242,Pilsen,Mortgage,799,8707,Low Risk,1,
C1372,28,33950,Prague,Personal Loan,586,7056,High Risk,1.1,
C1373,29,41932,Brno,Credit Card,825,2180,Low Risk,0.9,
C1374,25,42468,Ostrava,Mortgage,828,3950,Low Risk,0.9,
C1375,59,77178,Pilsen,Personal Loan,826,1887,Low Risk,1,
C1376,36,87159,Prague,Credit Card,718,6649,Medium Risk,1,
C1377,43,88571,Brno,Mortgage,769,5545,Low Risk,1,
C1378,21,38808,Ostrava,Personal Loan,562,3330,High Risk,1,
C1379,47,66467,Pilsen,Credit Card,545,2104,High Risk,1.1,
C1380,28,37061,Prague,Mortgage,819,4046,Low Risk,1,
C1381,28,41413,Brno,Personal Loan,793,6934,Low Risk,0.9,
C1382,36,69846,Ostrava,Credit Card,756,3067,Low Risk,1,
C1383,43,82298,Pilsen,Mortgage,834,1096,Low Risk,1.1,
C1384,47,82032,Prague,Personal Loan,589,5462,High Risk,1.1,
C1385,20,42024,Brno,Credit Card,835,3378,Low Risk,1,
C1386,61,117567,Ostrava,Mortgage,531,5994,High Risk,1.1,
C1387,70,82951,Pilsen,Personal Loan,591,9934,High Risk,1.1,
C1388,51,108728,Prague,Credit Card,718,7129,Medium Risk,0.9,
C1389,55,119361,Brno,Mortgage,641,5002,Medium Risk,1.1,
C1390,38,52716,Ostrava,Personal Loan,650,1171,Medium Risk,1,
C1391,33,72852,Pilsen,Credit Card,603,5668,Medium Risk,0.9,
C1392,33,85429,Prague,Mortgage,666,8687,Medium Risk,1.1,
C1393,43,80053,Brno,Personal Loan,544,4137,High Risk,1.1,
C1394,28,44895,Ostrava,Credit Card,704,8380,Medium Risk,0.9,
C1395,43,64472,Pilsen,Mortgage,699,3716,Medium Risk,0.9,
C1396,54,115593,Prague,Personal Loan,501,9696,High Risk,1.1,
C1397,37,53201,Brno,Credit Card,520,1332,High Risk,1.1,
C1398,57,118140,Ostrava,Mortgage,753,6557,Low Risk,0.9,
C1399,26,38281,Pilsen,Personal Loan,518,6470,High Risk,1.1,
C1400,23,49954,Prague,Credit Card,551,5048,High Risk,0.9,
C1401,24,46654,Brno,Mortgage,554,2524,High Risk,1.1,
C1402,69,94930,Ostrava,Personal Loan,775,7203,Low Risk,1,
C1403,65,118215,Pilsen,Credit Card,694,7536,Medium Risk,1,
C1404,55,102683,Prague,Mortgage,576,5926,High Risk,1.1,
C1405,62,75588,Brno,Personal Loan,586,7531,High Risk,1.1,
C1406,52,100443,Ostrava,Credit Card,572,1746,High Risk,1,
C1407,57,105324,Pilsen,Mortgage,563,9124,High Risk,0.9,
C1408,29,48925,Prague,Personal Loan,697,8411,Medium Risk,0.9,
C1409,29,42043,Brno,Credit Card,659,6666,Medium Risk,0.9,
C1410,40,77752,Ostrava,Mortgage,802,2625,Low Risk,1.1,
C1411,21,31481,Pilsen,Personal Loan,635,4625,Medium Risk,0.9,
C1412,62,79248,Prague,Credit Card,604,5671,Medium Risk,1.1,
C1413,54,84337,Brno,Mortgage,821,4766,Low Risk,1,
C1414,46,72994,Ostrava,Personal Loan,716,7862,Medium Risk,1,
C1415,32,59745,Pilsen,Credit Card,849,3410,Low Risk,1,
C1416,64,110978,Prague,Mortgage,564,9522,High Risk,0.9,
C1417,58,81700,Brno,Personal Loan,662,3009,Medium Risk,0.9,
C1418,59,114173,Ostrava,Credit Card,531,2347,High Risk,1,
C1419,20,38692,Pilsen,Mortgage,748,2678,Medium Risk,1,
C1420,70,85489,Prague,Personal Loan,555,9647,High Risk,0.9,
C1421,39,80048,Brno,Credit Card,512,1389,High Risk,1,
C1422,65,112971,Ostrava,Mortgage,644,1530,Medium Risk,1.1,
C1423,22,44445,Pilsen,Personal Loan,606,9362,Medium Risk,1,
C1424,69,87619,Prague,Credit Card,725,1172,Medium Risk,1.1,
C1425,45,58371,Brno,Mortgage,530,4380,High Risk,1.1,
C1426,31,51771,Ostrava,Personal Loan,731,1580,Medium Risk,1.1,
C1427,52,88127,Pilsen,Credit Card,630,4470,Medium Risk,1,
C1428,67,99334,Prague,Mortgage,563,4129,High Risk,1.1,
C1429,44,60721,Brno,Personal Loan,532,4679,High Risk,0.9,
C1430,55,111309,Ostrava,Credit Card,734,7905,Medium Risk,0.9,
C1431,50,71726,Pilsen,Mortgage,558,4532,High Risk,1,
C1432,28,31002,Prague,Personal Loan,631,2735,Medium Risk,1.1,
C1433,21,43902,Brno,Credit Card,731,7138,Medium Risk,1.1,
C1434,58,114262,Ostrava,Mortgage,568,4842,High Risk,0.9,
C1435,23,48981,Pilsen,Personal Loan,837,1678,Low Risk,1.1,
C1436,57,111893,Prague,Credit Card,623,6670,Medium Risk,1,
C1437,25,47729,Brno,Mortgage,583,6018,High Risk,0.9,
C1438,59,89282,Ostrava,Personal Loan,769,6641,Low Risk,0.9,
C1439,66,89259,Pilsen,Credit Card,509,5888,High Risk,1.1,
C1440,34,66262,Prague,Mortgage,636,7823,Medium Risk,1.1,
C1441,41,88682,Brno,Personal Loan,793,1525,Low Risk,1,
C1442,52,116850,Ostrava,Credit Card,538,2193,High Risk,1.1,
C1443,38,80825,Pilsen,Mortgage,530,3252,High Risk,1.1,
C1444,47,83306,Prague,Personal Loan,766,9930,Low Risk,1.1,
C1445,38,80866,Brno,Credit Card,788,7600,Low Risk,1,
C1446,66,85167,Ostrava,Mortgage,795,3005,Low Risk,1,
C1447,51,98761,Pilsen,Personal Loan,813,7001,Low Risk,0.9,
C1448,53,113983,Prague,Credit Card,716,5669,Medium Risk,1,
C1449,36,64897,Brno,Mortgage,667,7045,Medium Risk,1,
C1450,58,83253,Ostrava,Personal Loan,758,1824,Low Risk,0.9,
C1451,26,47855,Pilsen,Credit Card,585,5872,High Risk,0.9,
C1452,42,81062,Prague,Mortgage,685,5815,Medium Risk,1,
C1453,41,78818,Brno,Personal Loan,601,9066,Medium Risk,0.9,
C1454,54,99334,Ostrava,Credit Card,524,2109,High Risk,0.9,
C1455,61,116746,Pilsen,Mortgage,842,2925,Low Risk,1,
C1456,34,85832,Prague,Personal Loan,814,3058,Low Risk,1.1,
C1457,31,89094,Brno,Credit Card,544,1075,High Risk,1,
C1458,40,85708,Ostrava,Mortgage,596,9206,High Risk,0.9,
C1459,29,31317,Pilsen,Personal Loan,690,2638,Medium Risk,0.9,
C1460,51,83410,Prague,Credit Card,695,1276,Medium Risk,0.9,
C1461,30,75830,Brno,Mortgage,698,6080,Medium Risk,0.9,
C1462,50,89810,Ostrava,Personal Loan,696,6403,Medium Risk,0.9,
C1463,32,63965,Pilsen,Credit Card,617,1752,Medium Risk,0.9,
C1464,54,81575,Prague,Mortgage,612,5317,Medium Risk,1.1,
C1465,53,100339,Brno,Personal Loan,520,5706,High Risk,0.9,
C1466,31,72203,Ostrava,Credit Card,581,1568,High Risk,0.9,
C1467,25,30845,Pilsen,Mortgage,773,3102,Low Risk,1,
C1468,24,31646,Prague,Personal Loan,708,9462,Medium Risk,1.1,
C1469,47,77993,Brno,Credit Card,728,8959,Medium Risk,0.9,
C1470,59,115495,Ostrava,Mortgage,728,4208,Medium Risk,0.9,
C1471,34,75884,Pilsen,Personal Loan,716,5692,Medium Risk,1,
C1472,53,88438,Prague,Credit Card,733,5771,Medium Risk,1,
C1473,31,75508,Brno,Mortgage,635,8112,Medium Risk,0.9,
C1474,43,77136,Ostrava,Personal Loan,793,8976,Low Risk,1.1,
C1475,37,70747,Pilsen,Credit Card,762,7473,Low Risk,0.9,
C1476,58,83034,Prague,Mortgage,808,3387,Low Risk,1,
C1477,26,32619,Brno,Personal Loan,561,8904,High Risk,1,
C1478,47,89790,Ostrava,Credit Card,752,7320,Low Risk,1,
C1479,36,64851,Pilsen,Mortgage,573,9178,High Risk,1,
C1480,63,97628,Prague,Personal Loan,674,7476,Medium Risk,1.1,
C1481,51,118743,Brno,Credit Card,698,1664,Medium Risk,1.1,
C1482,52,108370,Ostrava,Mortgage,612,5845,Medium Risk,0.9,
C1483,36,62145,Pilsen,Personal Loan,717,1101,Medium Risk,1.1,
C1484,59,100530,Prague,Credit Card,624,4328,Medium Risk,0.9,
C1485,38,85977,Brno,Mortgage,617,6693,Medium Risk,1,
C1486,69,98932,Ostrava,Personal Loan,751,5072,Low Risk,0.9,
C1487,61,111048,Pilsen,Credit Card,710,5096,Medium Risk,1,
C1488,69,94172,Prague,Mortgage,659,7855,Medium Risk,0.9,
C1489,47,60771,Brno,Personal Loan,708,4950,Medium Risk,1,
C1490,54,104706,Ostrava,Credit Card,603,4757,Medium Risk,1.1,
C1491,41,68059,Pilsen,Mortgage,534,5248,High Risk,1,
C1492,52,105219,Prague,Personal Loan,663,2081,Medium Risk,0.9,
C1493,61,101794,Brno,Credit Card,651,8861,Medium Risk,1.1,
C1494,51,95414,Ostrava,Mortgage,790,3278,Low Risk,1.1,
C1495,48,83324,Pilsen,Personal Loan,571,4817,High Risk,0.9,
C1496,30,80614,Prague,Credit Card,560,8189,High Risk,1.1,
C1497,47,60580,Brno,Mortgage,763,4407,Low Risk,1,
C1498,55,92591,Ostrava,Personal Loan,807,2951,Low Risk,1.1,
C1499,35,59643,Pilsen,Credit Card,533,7981,High Risk,0.9,
C1500,35,55524,Prague,Mortgage,504,6040,High Risk,1,
C1501,70,84698,Brno,Personal Loan,831,6446,Low Risk,1,
C1502,57,85266,Ostrava,Credit Card,639,8510,Medium Risk,1,
C1503,28,38065,Pilsen,Mortgage,522,9950,High Risk,1.1,
C1504,49,59100,Prague,Personal Loan,669,8928,Medium Risk,1,
C1505,47,82804,Brno,Credit Card,707,8596,Medium Risk,1.1,
C1506,55,99040,Ostrava,Mortgage,727,4161,Medium Risk,0.9,
C1507,62,119095,Pilsen,Personal Loan,527,8473,High Risk,1,
C1508,34,58219,Prague,Credit Card,501,9290,High Risk,1,
C1509,62,87463,Brno,Mortgage,682,8240,Medium Risk,1.1,
C1510,50,53140,Ostrava,Personal Loan,612,7389,Medium Risk,1.1,
C1511,27,48543,Pilsen,Credit Card,706,4449,Medium Risk,1.1,
C1512,40,67913,Prague,Mortgage,766,4001,Low Risk,1.1,
C1513,54,90800,Brno,Personal Loan,622,1807,Medium Risk,0.9,
C1514,41,88177,Ostrava,Credit Card,602,3063,Medium Risk,1,
C1515,52,97127,Pilsen,Mortgage,741,6860,Medium Risk,0.9,
C1516,20,45188,Prague,Personal Loan,693,7185,Medium Risk,1,
C1517,32,76197,Brno,Credit Card,554,6881,High Risk,0.9,
C1518,65,106452,Ostrava,Mortgage,642,4425,Medium Risk,1.1,
C1519,56,113502,Pilsen,Personal Loan,795,9803,Low Risk,1,
C1520,58,80921,Prague,Credit Card,727,2166,Medium Risk,1.1,
C1521,69,112058,Brno,Mortgage,633,2428,Medium Risk,1.1,
C1522,38,85518,Ostrava,Personal Loan,635,2537,Medium Risk,1,
C1523,48,51507,Pilsen,Credit Card,718,6196,Medium Risk,1.1,
C1524,43,82161,Prague,Mortgage,512,9094,High Risk,1,
C1525,52,119170,Brno,Personal Loan,838,2623,Low Risk,0.9,
C1526,59,76308,Ostrava,Credit Card,728,3088,Medium Risk,0.9,
C1527,31,62061,Pilsen,Mortgage,596,5916,High Risk,1,
C1528,44,65893,Prague,Personal Loan,759,8075,Low Risk,1.1,
C1529,31,69238,Brno,Credit Card,786,6427,Low Risk,1.1,
C1530,44,84460,Ostrava,Mortgage,736,2276,Medium Risk,1,
C1531,52,84860,Pilsen,Personal Loan,562,2743,High Risk,0.9,
C1532,68,92150,Prague,Credit Card,674,6880,Medium Risk,1,
C1533,31,84272,Brno,Mortgage,627,9040,Medium Risk,1.1,
C1534,47,85984,Ostrava,Personal Loan,595,9019,High Risk,1.1,
C1535,59,96138,Pilsen,Credit Card,735,8008,Medium Risk,1,
C1536,33,66176,Prague,Mortgage,834,2403,Low Risk,0.9,
C1537,61,90681,Brno,Personal Loan,726,6995,Medium Risk,0.9,
C1538,58,115001,Ostrava,Credit Card,792,7034,Low Risk,1,
C1539,64,115321,Pilsen,Mortgage,811,1011,Low Risk,1.1,
C1540,27,38457,Prague,Personal Loan,698,2895,Medium Risk,1.1,
C1541,27,39637,Brno,Credit Card,696,6503,Medium Risk,0.9,
C1542,43,76621,Ostrava,Mortgage,523,1232,High Risk,0.9,
C1543,37,89626,Pilsen,Personal Loan,671,2339,Medium Risk,0.9,
C1544,49,51778,Prague,Credit Card,757,2119,Low Risk,1,
C1545,70,84681,Brno,Mortgage,846,3705,Low Risk,1,
C1546,60,100104,Ostrava,Personal Loan,714,5835,Medium Risk,0.9,
C1547,70,114557,Pilsen,Credit Card,599,5369,High Risk,0.9,
C1548,64,77592,Prague,Mortgage,617,5318,Medium Risk,0.9,
C1549,54,77363,Brno,Personal Loan,637,3535,Medium Risk,1,
C1550,26,37687,Ostrava,Credit Card,720,3785,Medium Risk,1.1,
C1551,39,83535,Pilsen,Mortgage,662,5554,Medium Risk,0.9,
C1552,37,62175,Prague,Personal Loan,780,7445,Low Risk,1,
C1553,31,87955,Brno,Credit Card,634,8955,Medium Risk,0.9,
C1554,24,33361,Ostrava,Mortgage,793,5898,Low Risk,1.1,
C1555,39,69639,Pilsen,Personal Loan,509,3561,High Risk,0.9,
C1556,46,78142,Prague,Credit Card,821,4062,Low Risk,1.1,
C1557,65,83263,Brno,Mortgage,794,2066,Low Risk,1.1,
C1558,31,70497,Ostrava,Personal Loan,684,4705,Medium Risk,1.1,
C1559,45,58070,Pilsen,Credit Card,544,6458,High Risk,1,
C1560,67,112984,Prague,Mortgage,759,1944,Low Risk,0.9,
C1561,55,115148,Brno,Personal Loan,658,3750,Medium Risk,0.9,
C1562,24,40177,Ostrava,Credit Card,813,6040,Low Risk,1.1,
C1563,46,79561,Pilsen,Mortgage,774,6327,Low Risk,1,
C1564,32,82487,Prague,Personal Loan,813,5081,Low Risk,1.1,
C1565,41,59624,Brno,Credit Card,540,4096,High Risk,1,
C1566,66,78565,Ostrava,Mortgage,629,3792,Medium Risk,1.1,
C1567,39,82521,Pilsen,Personal Loan,501,4747,High Risk,1.1,
C1568,58,104389,Prague,Credit Card,786,3696,Low Risk,1,
C1569,20,34012,Brno,Mortgage,517,4026,High Risk,0.9,
C1570,69,87234,Ostrava,Personal Loan,733,4626,Medium Risk,1,
C1571,28,42269,Pilsen,Credit Card,710,9238,Medium Risk,1.1,
C1572,42,64338,Prague,Mortgage,742,3380,Medium Risk,1.1,
C1573,48,54508,Brno,Personal Loan,775,5611,Low Risk,0.9,
C1574,58,111423,Ostrava,Credit Card,598,8184,High Risk,1.1,
C1575,40,58830,Pilsen,Mortgage,678,5099,Medium Risk,1.1,
C1576,33,86096,Prague,Personal Loan,765,4716,Low Risk,0.9,
C1577,25,33284,Brno,Credit Card,630,1633,Medium Risk,1,
C1578,57,108201,Ostrava,Mortgage,820,3615,Low Risk,1,
C1579,29,31622,Pilsen,Personal Loan,717,7599,Medium Risk,0.9,
C1580,36,67571,Prague,Credit Card,629,7600,Medium Risk,1.1,
C1581,30,75336,Brno,Mortgage,715,6031,Medium Risk,1,
C1582,43,69930,Ostrava,Personal Loan,613,4536,Medium Risk,0.9,
C1583,64,107039,Pilsen,Credit Card,760,3638,Low Risk,1,
C1584,28,32941,Prague,Mortgage,666,6964,Medium Risk,1,
C1585,43,79999,Brno,Personal Loan,693,7086,Medium Risk,1.1,
C1586,54,106494,Ostrava,Credit Card,836,9219,Low Risk,1.1,
C1587,62,104944,Pilsen,Mortgage,745,9027,Medium Risk,0.9,
C1588,21,43848,Prague,Personal Loan,812,8459,Low Risk,0.9,
C1589,31,53433,Brno,Credit Card,836,2474,Low Risk,0.9,
C1590,28,32111,Ostrava,Mortgage,829,1343,Low Risk,0.9,
C1591,51,94902,Pilsen,Personal Loan,768,2561,Low Risk,1,
C1592,61,92737,Prague,Credit Card,746,1846,Medium Risk,0.9,
C1593,20,31771,Brno,Mortgage,833,3566,Low Risk,0.9,
C1594,28,41050,Ostrava,Personal Loan,847,8567,Low Risk,1,
C1595,51,106930,Pilsen,Credit Card,605,6960,Medium Risk,1,
C1596,42,67135,Prague,Mortgage,801,4376,Low Risk,1.1,
C1597,21,31850,Brno,Personal Loan,774,7782,Low Risk,0.9,
C1598,37,60197,Ostrava,Credit Card,756,5705,Low Risk,1,
C1599,38,85842,Pilsen,Mortgage,767,7235,Low Risk,1.1,
C1600,27,37279,Prague,Personal Loan,821,1735,Low Risk,0.9,
C1601,25,34084,Brno,Credit Card,746,7273,Medium Risk,1,
C1602,40,76540,Ostrava,Mortgage,776,6975,Low Risk,0.9,
C1603,49,62284,Pilsen,Personal Loan,684,2985,Medium Risk,1,
C1604,29,30211,Prague,Credit Card,592,1656,High Risk,0.9,
C1605,67,84882,Brno,Mortgage,758,8708,Low Risk,0.9,
C1606,62,93279,Ostrava,Personal Loan,603,2539,Medium Risk,1.1,
C1607,33,74828,Pilsen,Credit Card,631,7593,Medium Risk,1,
C1608,41,81677,Prague,Mortgage,732,3234,Medium Risk,1,
C1609,25,31473,Brno,Personal Loan,505,7919,High Risk,1,
C1610,54,113340,Ostrava,Credit Card,803,2772,Low Risk,0.9,
C1611,65,94483,Pilsen,Mortgage,573,6493,High Risk,1.1,
C1612,45,51636,Prague,Personal Loan,631,9466,Medium Risk,0.9,
C1613,53,93723,Brno,Credit Card,558,1496,High Risk,1.1,
C1614,28,41578,Ostrava,Mortgage,589,6927,High Risk,1,
C1615,53,118277,Pilsen,Personal Loan,635,1132,Medium Risk,1,
C1616,34,58758,Prague,Credit Card,528,6811,High Risk,1.1,
C1617,29,34002,Brno,Mortgage,739,7296,Medium Risk,1,
C1618,39,51299,Ostrava,Personal Loan,666,3734,Medium Risk,1,
C1619,65,117637,Pilsen,Credit Card,528,2476,High Risk,1,
C1620,22,37011,Prague,Mortgage,613,2278,Medium Risk,1,
C1621,62,116951,Brno,Personal Loan,597,6422,High Risk,1,
C1622,38,58469,Ostrava,Credit Card,707,8862,Medium Risk,1.1,
C1623,59,97702,Pilsen,Mortgage,503,8942,High Risk,1.1,
C1624,41,64349,Prague,Personal Loan,723,5704,Medium Risk,1.1,
C1625,52,80601,Brno,Credit Card,733,1810,Medium Risk,1,
C1626,23,48002,Ostrava,Mortgage,610,7226,Medium Risk,1.1,
C1627,38,63289,Pilsen,Personal Loan,845,3721,Low Risk,1,
C1628,49,58907,Prague,Credit Card,721,8079,Medium Risk,1.1,
C1629,44,68166,Brno,Mortgage,785,3284,Low Risk,1,
C1630,65,114388,Ostrava,Personal Loan,773,3736,Low Risk,1.1,
C1631,29,48299,Pilsen,Credit Card,719,1557,Medium Risk,0.9,
C1632,49,62109,Prague,Mortgage,530,8797,High Risk,1,
C1633,33,89334,Brno,Personal Loan,697,1418,Medium Risk,0.9,
C1634,27,38227,Ostrava,Credit Card,644,9678,Medium Risk,1.1,
C1635,21,40316,Pilsen,Mortgage,724,6781,Medium Risk,0.9,
C1636,28,46200,Prague,Personal Loan,620,3490,Medium Risk,0.9,
C1637,29,46418,Brno,Credit Card,654,2619,Medium Risk,1,
C1638,26,37773,Ostrava,Mortgage,749,2344,Medium Risk,1.1,
C1639,65,106145,Pilsen,Personal Loan,722,3028,Medium Risk,1,
C1640,58,111172,Prague,Credit Card,520,9506,High Risk,0.9,
C1641,70,97650,Brno,Mortgage,815,5084,Low Risk,1,
C1642,39,63516,Ostrava,Personal Loan,820,2034,Low Risk,1,
C1643,36,71164,Pilsen,Credit Card,744,8318,Medium Risk,1.1,
C1644,64,80441,Prague,Mortgage,721,8783,Medium Risk,0.9,
C1645,39,59729,Brno,Personal Loan,661,1121,Medium Risk,1.1,
C1646,35,68983,Ostrava,Credit Card,647,6803,Medium Risk,0.9,
C1647,67,114972,Pilsen,Mortgage,770,5609,Low Risk,1,
C1648,59,87338,Prague,Personal Loan,632,9711,Medium Risk,0.9,
C1649,44,77411,Brno,Credit Card,620,1183,Medium Risk,1,
C1650,28,46782,Ostrava,Mortgage,811,4581,Low Risk,1.1,
C1651,40,70899,Pilsen,Personal Loan,538,4785,High Risk,0.9,
C1652,32,55859,Prague,Credit Card,738,6992,Medium Risk,1,
C1653,37,59408,Brno,Mortgage,520,4990,High Risk,1.1,
C1654,22,44555,Ostrava,Personal Loan,809,4502,Low Risk,1,
C1655,52,108013,Pilsen,Credit Card,823,2931,Low Risk,1,
C1656,20,40447,Prague,Mortgage,805,3833,Low Risk,1.1,
C1657,54,83514,Brno,Personal Loan,775,3185,Low Risk,1.1,
C1658,68,118207,Ostrava,Credit Card,544,9983,High Risk,1.1,
C1659,55,110411,Pilsen,Mortgage,799,5681,Low Risk,1,
C1660,20,46826,Prague,Personal Loan,660,8205,Medium Risk,1.1,
C1661,47,83554,Brno,Credit Card,814,9721,Low Risk,0.9,
C1662,55,111830,Ostrava,Mortgage,521,1437,High Risk,0.9,
C1663,44,64165,Pilsen,Personal Loan,727,6719,Medium Risk,0.9,
C1664,64,92952,Prague,Credit Card,698,9427,Medium Risk,1,
C1665,38,80468,Brno,Mortgage,518,2428,High Risk,0.9,
C1666,21,49069,Ostrava,Personal Loan,748,4844,Medium Risk,1.1,
C1667,35,80867,Pilsen,Credit Card,525,7469,High Risk,0.9,
C1668,61,94480,Prague,Mortgage,505,6859,High Risk,0.9,
C1669,36,60472,Brno,Personal Loan,502,2119,High Risk,1.1,
C1670,49,71451,Ostrava,Credit Card,570,4074,High Risk,1.1,
C1671,63,99415,Pilsen,Mortgage,731,5918,Medium Risk,1,
C1672,24,30907,Prague,Personal Loan,654,5494,Medium Risk,1.1,
C1673,34,80320,Brno,Credit Card,714,6453,Medium Risk,1.1,
C1674,51,77925,Ostrava,Mortgage,724,2407,Medium Risk,1.1,
C1675,61,113038,Pilsen,Personal Loan,528,1280,High Risk,1.1,
C1676,43,55058,Prague,Credit Card,560,2010,High Risk,0.9,
C1677,46,63422,Brno,Mortgage,674,5140,Medium Risk,1,
C1678,26,33496,Ostrava,Personal Loan,766,4003,Low Risk,0.9,
C1679,28,47492,Pilsen,Credit Card,742,9462,Medium Risk,1,
C1680,67,97016,Prague,Mortgage,558,6928,High Risk,1,
C1681,63,101318,Brno,Personal Loan,692,9825,Medium Risk,1.1,
C1682,61,93275,Ostrava,Credit Card,696,3318,Medium Risk,0.9,
C1683,38,75135,Pilsen,Mortgage,788,6712,Low Risk,0.9,
C1684,53,97613,Prague,Personal Loan,728,3586,Medium Risk,1.1,
C1685,36,57289,Brno,Credit Card,799,5397,Low Risk,1.1,
C1686,70,78734,Ostrava,Mortgage,638,4444,Medium Risk,0.9,
C1687,60,108807,Pilsen,Personal Loan,608,6174,Medium Risk,1,
C1688,35,68136,Prague,Credit Card,540,8098,High Risk,0.9,
C1689,57,84559,Brno,Mortgage,510,6318,High Risk,1,
C1690,58,88219,Ostrava,Personal Loan,849,6530,Low Risk,1.1,
C1691,56,107171,Pilsen,Credit Card,626,1823,Medium Risk,1.1,
C1692,44,55227,Prague,Mortgage,761,6871,Low Risk,1.1,
C1693,44,86809,Brno,Personal Loan,762,7931,Low Risk,0.9,
C1694,32,85474,Ostrava,Credit Card,837,1793,Low Risk,1,
C1695,47,81763,Pilsen,Mortgage,732,8367,Medium Risk,1,
C1696,57,118785,Prague,Personal Loan,736,8250,Medium Risk,1.1,
C1697,56,107719,Brno,Credit Card,745,3034,Medium Risk,1,
C1698,57,91133,Ostrava,Mortgage,621,9960,Medium Risk,1,
C1699,57,115254,Pilsen,Personal Loan,575,5768,High Risk,1,
C1700,43,58706,Prague,Credit Card,501,9239,High Risk,1,
C1701,23,44485,Brno,Mortgage,759,3828,Low Risk,1.1,
C1702,46,65500,Ostrava,Personal Loan,683,2169,Medium Risk,0.9,
C1703,63,105961,Pilsen,Credit Card,571,6865,High Risk,1,
C1704,33,57456,Prague,Mortgage,764,7890,Low Risk,0.9,
